LocalTime, GPSTime, ESSID, BSSID, Power, Security, Latitude, Longitude, Latitude Error, Longitude Error, Type
2025-08-02 23:17:16,1900-01-00 00:00:00,,F0:2F:A7:C5:DF:0C,-84, ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:16,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:16,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:16,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:16,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:16,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:16,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:16,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-88, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:17,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-83, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:18,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-88, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-85, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:19,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:20,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:20,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-86, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:20,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:20,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:20,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:20,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
2025-08-02 23:17:20,1900-01-00 00:00:00,Fire Hotline,F0:2F:A7:C5:DF:0C,-87, WPA2 ,0.000000,0.000000,0.000,0.000,AP
